Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,two year,mailed check,yes,20.2,684.4,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,40.55,217.5,dsl,no,yes,no,no
1,month-to-month,electronic check,yes,75.55,166.3,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,20.4,275.7,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,90.45,5825.5,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,107.7,7320.9,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,no,74.5,217.45,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,80.65,4807.35,fiber optic,no,yes,no,no
1,month-to-month,electronic check,yes,106.6,1934.45,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,no,45.8,45.8,dsl,no,no,no,no
0,two year,electronic check,yes,96.55,2263.45,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,85.2,1553.9,fiber optic,no,no,yes,no
0,one year,bank transfer (automatic),yes,76.4,3966.3,dsl,yes,yes,yes,yes
0,one year,bank transfer (automatic),no,78.8,3597.5,dsl,yes,no,yes,yes
0,month-to-month,electronic check,no,59.8,3641.5,dsl,yes,no,no,no
0,one year,credit card (automatic),yes,53.75,1857.3,dsl,no,yes,no,no
1,month-to-month,credit card (automatic),yes,46.0,84.5,dsl,no,no,no,no
1,month-to-month,bank transfer (automatic),no,20.15,156.25,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,43.95,2960.1,dsl,yes,no,no,yes
0,two year,credit card (automatic),no,19.65,494.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,75.0,1778.5,fiber optic,yes,no,no,no
1,month-to-month,mailed check,yes,44.65,44.65,dsl,no,yes,no,yes
1,month-to-month,electronic check,yes,95.15,196.9,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),no,93.8,1261.0,fiber optic,yes,no,no,yes
1,month-to-month,credit card (automatic),yes,20.15,20.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,29.05,129.6,dsl,yes,no,no,no
0,month-to-month,credit card (automatic),yes,19.75,19.75,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,59.0,1254.7,dsl,yes,no,no,no
1,month-to-month,electronic check,yes,19.6,35.85,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,35.9,35.9,dsl,no,no,no,yes
0,month-to-month,electronic check,yes,68.65,1493.2,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),yes,98.7,4525.8,fiber optic,no,yes,yes,no
0,month-to-month,electronic check,yes,86.55,1066.9,fiber optic,no,no,no,yes
0,two year,credit card (automatic),no,64.45,4720.0,dsl,yes,no,no,no
0,two year,credit card (automatic),no,74.5,4674.55,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,84.3,1308.4,fiber optic,no,no,yes,no
0,one year,electronic check,yes,80.2,3581.6,dsl,yes,no,yes,yes
0,two year,bank transfer (automatic),yes,110.0,6668.35,fiber optic,yes,yes,yes,yes
0,month-to-month,credit card (automatic),yes,59.05,1882.8,dsl,no,no,yes,no
0,one year,bank transfer (automatic),no,19.55,1007.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,54.9,3725.5,dsl,no,no,no,no
0,two year,credit card (automatic),no,88.55,6362.35,dsl,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,20.05,85.5,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,60.15,3077.0,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,yes,48.8,720.1,dsl,no,no,no,no
0,two year,credit card (automatic),no,19.8,1436.95,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,44.55,220.75,dsl,no,no,no,no
0,one year,mailed check,yes,100.9,5552.05,fiber optic,yes,no,yes,yes
0,month-to-month,mailed check,no,42.4,146.4,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,42.6,72.4,dsl,yes,no,no,yes
1,month-to-month,credit card (automatic),yes,100.85,4740.0,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,no,44.9,839.65,dsl,no,no,no,no
1,month-to-month,mailed check,yes,36.45,93.7,dsl,no,no,yes,no
1,month-to-month,electronic check,yes,104.8,3046.05,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,no,85.6,1868.4,fiber optic,no,no,no,yes
1,month-to-month,electronic check,no,20.55,20.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,48.25,1293.8,dsl,no,no,yes,yes
0,two year,credit card (automatic),no,80.4,5727.15,dsl,yes,yes,no,yes
0,month-to-month,electronic check,no,76.45,1117.55,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,54.6,1242.25,dsl,no,yes,no,no
0,month-to-month,electronic check,yes,101.05,5594.0,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,80.3,80.3,fiber optic,yes,no,no,no
0,month-to-month,electronic check,no,64.2,475.0,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,64.35,352.65,dsl,yes,yes,yes,no
1,month-to-month,mailed check,yes,69.4,69.4,fiber optic,no,no,no,no
0,month-to-month,mailed check,yes,24.85,434.8,dsl,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,75.1,552.95,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,73.25,1195.75,fiber optic,no,no,no,no
0,one year,mailed check,yes,65.9,660.05,dsl,no,no,no,yes
0,two year,bank transfer (automatic),no,59.75,4265.0,dsl,yes,no,no,no
0,one year,bank transfer (automatic),yes,94.0,4905.75,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),yes,116.1,7839.85,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,69.3,1813.1,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,81.3,3541.1,dsl,yes,yes,yes,no
0,month-to-month,credit card (automatic),no,19.3,19.3,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,85.15,2555.9,fiber optic,no,yes,yes,no
0,month-to-month,electronic check,no,90.6,1020.2,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,yes,81.0,1683.7,fiber optic,no,yes,no,no
0,two year,credit card (automatic),no,114.3,8244.3,fiber optic,yes,yes,yes,yes
1,one year,mailed check,yes,62.3,2354.8,dsl,no,yes,no,yes
1,month-to-month,electronic check,yes,98.7,293.65,fiber optic,no,yes,yes,yes
0,one year,bank transfer (automatic),yes,104.4,6721.6,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),yes,19.55,1218.65,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,94.75,889.9,fiber optic,no,no,yes,yes
0,one year,electronic check,no,64.75,4039.5,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),no,21.45,705.45,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,34.7,383.55,dsl,no,no,no,no
1,two year,mailed check,yes,24.5,740.3,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,85.85,3003.55,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,yes,89.85,244.45,fiber optic,no,yes,yes,no
0,two year,bank transfer (automatic),no,99.45,3109.9,fiber optic,no,yes,yes,yes
0,month-to-month,credit card (automatic),yes,19.4,460.25,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,79.2,3233.85,fiber optic,yes,no,no,no
1,month-to-month,mailed check,no,44.3,134.5,dsl,no,no,no,no
0,two year,mailed check,no,39.1,1982.1,dsl,yes,yes,no,no
0,month-to-month,electronic check,no,80.35,1747.2,fiber optic,yes,no,no,no
0,month-to-month,mailed check,no,66.3,1559.45,dsl,yes,no,no,no
0,one year,bank transfer (automatic),yes,88.4,5798.3,fiber optic,no,no,yes,no
0,month-to-month,credit card (automatic),yes,54.5,568.2,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,70.7,553.4,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,74.4,215.8,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,18.95,110.15,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,97.35,2119.5,fiber optic,no,no,yes,yes
0,two year,mailed check,no,19.9,1292.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,84.5,6130.85,fiber optic,no,no,no,yes
0,two year,credit card (automatic),yes,90.95,5930.05,fiber optic,yes,yes,no,no
0,two year,bank transfer (automatic),no,91.7,6075.9,dsl,yes,yes,yes,yes
0,one year,electronic check,yes,103.1,4889.3,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,20.7,83.75,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,19.6,397.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,74.6,1797.75,fiber optic,no,no,no,no
1,month-to-month,credit card (automatic),yes,90.55,2282.55,fiber optic,no,no,yes,no
0,month-to-month,mailed check,yes,70.1,551.35,fiber optic,no,no,no,no
0,two year,mailed check,no,24.9,1859.2,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,94.8,3565.65,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,39.2,1838.15,dsl,yes,no,no,yes
0,month-to-month,electronic check,no,83.25,1611.15,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,no,75.1,1151.55,fiber optic,yes,no,no,no
1,month-to-month,electronic check,no,75.0,632.95,fiber optic,yes,no,no,no
0,month-to-month,bank transfer (automatic),yes,85.65,659.45,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,65.25,3529.95,dsl,no,yes,no,yes
0,one year,credit card (automatic),no,56.1,2386.85,dsl,yes,no,no,no
0,two year,bank transfer (automatic),yes,25.0,332.5,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,25.15,1683.6,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,81.2,4965.1,fiber optic,no,yes,no,no
0,two year,bank transfer (automatic),no,80.6,5708.2,dsl,yes,yes,no,yes
0,month-to-month,credit card (automatic),no,20.45,330.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,69.95,69.95,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,21.2,222.65,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,20.1,39.8,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,25.05,369.1,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,no,110.5,5835.5,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,50.75,712.75,dsl,no,no,yes,yes
0,one year,mailed check,no,19.65,708.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,80.2,1217.25,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,90.25,3838.75,fiber optic,no,no,yes,no
0,two year,electronic check,yes,115.5,8425.15,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,116.5,6382.55,fiber optic,yes,yes,yes,yes
0,one year,bank transfer (automatic),yes,70.85,4738.85,dsl,no,no,yes,no
1,month-to-month,electronic check,yes,94.75,2293.6,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),no,56.6,2379.1,dsl,no,no,no,no
1,month-to-month,electronic check,yes,99.45,4138.05,fiber optic,no,yes,no,yes
1,month-to-month,credit card (automatic),yes,75.3,1147.45,fiber optic,no,no,no,no
0,one year,mailed check,no,19.6,422.5,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,76.85,4275.75,fiber optic,no,yes,no,no
0,two year,bank transfer (automatic),yes,107.4,7748.75,fiber optic,yes,yes,no,yes
0,two year,bank transfer (automatic),yes,24.25,1424.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,109.7,7904.25,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),yes,115.05,8016.6,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,yes,59.85,2341.5,dsl,no,no,yes,no
0,one year,electronic check,yes,103.95,5231.3,fiber optic,yes,no,yes,yes
0,one year,credit card (automatic),yes,84.25,4589.85,fiber optic,yes,no,no,no
1,one year,electronic check,yes,42.35,1716.45,dsl,yes,no,no,no
0,month-to-month,electronic check,yes,89.25,487.05,fiber optic,no,yes,no,yes
0,two year,credit card (automatic),no,68.75,4888.2,dsl,yes,no,no,yes
0,two year,bank transfer (automatic),no,60.25,4055.5,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,no,71.1,71.1,fiber optic,no,no,no,no
0,two year,credit card (automatic),no,108.5,6991.9,fiber optic,yes,no,yes,yes
1,month-to-month,mailed check,yes,71.35,71.35,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,25.45,1699.15,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,19.55,1245.6,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,21.15,306.05,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,38.6,2345.55,dsl,yes,yes,no,no
0,month-to-month,mailed check,no,60.2,563.5,dsl,no,no,yes,no
0,two year,credit card (automatic),no,81.35,4060.9,dsl,yes,yes,no,yes
0,one year,credit card (automatic),yes,49.45,1031.4,dsl,no,no,yes,yes
0,one year,credit card (automatic),no,54.75,3425.35,dsl,yes,no,no,no
1,month-to-month,electronic check,yes,70.55,70.55,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),no,19.5,146.3,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,90.05,4931.8,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,79.65,79.65,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,84.45,762.5,fiber optic,no,no,no,yes
0,month-to-month,bank transfer (automatic),yes,105.35,3465.05,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),no,86.55,5632.55,dsl,no,yes,yes,yes
1,month-to-month,electronic check,yes,85.25,2287.25,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,94.25,1483.25,fiber optic,yes,no,yes,yes
0,month-to-month,electronic check,yes,49.85,49.85,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,99.1,6496.15,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),yes,99.65,7181.25,fiber optic,yes,yes,yes,no
1,month-to-month,electronic check,yes,74.75,799.65,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,35.1,446.1,dsl,no,no,no,yes
0,two year,credit card (automatic),yes,21.1,490.65,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,35.7,2545.7,dsl,yes,yes,no,no
0,month-to-month,mailed check,yes,31.1,419.7,dsl,no,no,no,no
0,month-to-month,mailed check,no,34.25,828.2,dsl,no,yes,no,no
0,two year,mailed check,yes,111.15,7737.55,fiber optic,yes,no,yes,yes
1,month-to-month,mailed check,yes,20.3,20.3,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,19.85,183.15,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,19.5,225.85,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,no,89.75,5769.6,fiber optic,yes,no,no,no
1,month-to-month,electronic check,no,45.1,45.1,dsl,no,no,no,no
0,one year,credit card (automatic),yes,79.3,2427.1,dsl,yes,no,yes,yes
0,month-to-month,mailed check,no,44.0,659.35,dsl,no,no,no,no
1,month-to-month,electronic check,yes,74.35,265.35,fiber optic,no,no,no,no
0,one year,mailed check,no,20.0,211.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,113.95,6891.4,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,80.2,181.1,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,94.05,811.65,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,104.05,7413.55,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),no,100.35,5681.1,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,24.75,1777.6,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,45.25,428.7,dsl,no,no,no,no
0,month-to-month,electronic check,yes,56.2,1093.4,dsl,no,no,no,yes
0,one year,credit card (automatic),no,76.75,4541.9,dsl,no,yes,yes,yes
0,month-to-month,mailed check,yes,69.9,3883.3,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,95.45,396.1,fiber optic,no,no,yes,yes
0,two year,electronic check,no,25.25,1108.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,111.8,5443.65,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,63.95,2737.05,dsl,yes,no,no,yes
0,two year,credit card (automatic),yes,88.85,6132.7,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,79.8,1001.2,fiber optic,yes,no,no,no
0,two year,bank transfer (automatic),yes,60.0,2193.2,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,75.1,1013.35,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,106.3,7565.35,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,no,50.55,565.35,dsl,yes,no,yes,yes
0,one year,mailed check,no,56.1,946.95,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,40.7,449.3,dsl,yes,no,no,no
1,month-to-month,bank transfer (automatic),yes,72.2,305.55,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,105.65,4284.8,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,106.4,2483.5,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,101.5,906.85,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,yes,69.55,284.9,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,104.5,3684.95,fiber optic,yes,no,yes,yes
0,one year,mailed check,yes,49.25,255.6,dsl,no,yes,yes,yes
0,two year,bank transfer (automatic),yes,84.9,6065.3,dsl,yes,yes,yes,yes
1,month-to-month,mailed check,yes,79.65,604.7,fiber optic,yes,no,no,no
0,two year,mailed check,no,20.05,1090.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,85.95,514.6,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,103.0,5166.2,fiber optic,yes,yes,no,yes
0,month-to-month,mailed check,no,19.75,311.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,19.65,451.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,electronic check,no,80.6,4299.95,dsl,yes,yes,yes,yes
0,two year,bank transfer (automatic),no,81.85,5924.4,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,49.8,1734.2,dsl,no,no,no,no
0,two year,electronic check,no,22.95,1014.25,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,19.6,125.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,73.15,2730.85,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,93.85,93.85,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,no,19.85,51.6,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,106.8,5347.95,fiber optic,no,yes,yes,yes
0,two year,credit card (automatic),yes,97.7,6869.7,fiber optic,no,no,yes,yes
1,month-to-month,credit card (automatic),yes,75.4,1747.85,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,35.65,425.1,dsl,no,yes,no,no
0,month-to-month,electronic check,yes,66.85,458.1,dsl,no,no,yes,yes
0,month-to-month,electronic check,yes,94.1,701.3,fiber optic,no,no,yes,yes
0,two year,mailed check,no,20.6,1286.0,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,56.75,3708.4,dsl,no,no,yes,yes
0,two year,bank transfer (automatic),no,23.75,1679.25,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,93.55,3055.5,fiber optic,yes,yes,no,yes
1,two year,bank transfer (automatic),yes,80.55,5265.1,dsl,no,no,yes,yes
0,month-to-month,electronic check,no,30.4,82.15,dsl,no,yes,no,no
1,month-to-month,bank transfer (automatic),yes,97.85,1105.4,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),no,56.55,3952.65,dsl,yes,no,yes,yes
0,two year,mailed check,no,19.7,452.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,20.9,689.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,94.8,6859.05,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,93.7,4154.8,fiber optic,yes,no,no,yes
0,month-to-month,credit card (automatic),yes,44.55,44.55,dsl,no,no,no,no
0,two year,credit card (automatic),no,60.3,4109.0,dsl,no,yes,yes,yes
1,month-to-month,electronic check,yes,89.95,2625.55,fiber optic,no,no,no,yes
1,month-to-month,bank transfer (automatic),no,50.25,593.75,dsl,no,yes,no,no
1,month-to-month,electronic check,no,80.75,159.45,fiber optic,no,no,no,yes
0,one year,credit card (automatic),no,71.4,4487.3,dsl,yes,yes,no,yes
1,month-to-month,electronic check,yes,75.5,438.0,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),no,20.5,79.05,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,90.8,4921.2,fiber optic,yes,no,no,no
0,month-to-month,electronic check,no,90.95,2897.95,fiber optic,no,no,yes,yes
0,one year,electronic check,yes,51.35,2075.1,dsl,no,no,yes,yes
0,one year,mailed check,no,20.65,1022.95,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,19.9,533.5,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,93.25,6688.95,dsl,yes,yes,yes,yes
0,month-to-month,credit card (automatic),no,80.45,1137.05,dsl,no,yes,yes,yes
1,one year,bank transfer (automatic),yes,118.35,7804.15,fiber optic,yes,yes,yes,yes
0,one year,mailed check,no,80.9,1714.95,dsl,yes,yes,yes,yes
0,two year,electronic check,no,83.2,6126.1,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,no,60.35,1404.65,dsl,no,no,yes,no
0,month-to-month,mailed check,no,20.25,20.25,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,20.3,470.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,64.8,4732.35,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,49.2,571.15,dsl,yes,no,no,no
1,one year,bank transfer (automatic),yes,43.75,903.6,dsl,no,no,no,yes
0,two year,credit card (automatic),no,77.3,5498.2,dsl,yes,yes,no,yes
0,two year,bank transfer (automatic),no,114.55,8306.05,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),yes,26.0,2006.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,54.85,916.15,dsl,yes,yes,yes,no
0,month-to-month,credit card (automatic),yes,80.0,1706.45,fiber optic,no,no,yes,no
0,month-to-month,mailed check,yes,90.35,434.5,fiber optic,yes,no,no,yes
0,month-to-month,mailed check,yes,20.25,20.25,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,108.75,7493.05,fiber optic,no,yes,yes,yes
0,two year,mailed check,no,20.0,833.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,electronic check,yes,100.4,4303.65,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,yes,55.75,266.95,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),yes,86.4,6058.95,dsl,yes,yes,yes,yes
0,two year,mailed check,no,25.0,1004.35,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,60.25,1258.35,dsl,yes,yes,no,no
0,month-to-month,mailed check,no,61.0,2130.45,dsl,yes,no,no,no
0,two year,credit card (automatic),yes,69.15,2490.15,dsl,yes,yes,no,no
0,month-to-month,credit card (automatic),yes,73.3,828.05,fiber optic,no,no,no,no
0,month-to-month,mailed check,yes,56.7,1652.95,dsl,yes,no,no,no
0,two year,bank transfer (automatic),no,25.0,1738.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,45.35,2540.1,dsl,yes,no,yes,no
1,month-to-month,electronic check,yes,79.25,793.55,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,89.45,5692.65,fiber optic,yes,no,no,no
0,two year,bank transfer (automatic),no,20.5,1500.95,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,51.2,498.25,dsl,no,no,no,no
1,month-to-month,mailed check,yes,45.3,196.95,dsl,no,no,no,no
0,one year,credit card (automatic),yes,79.05,5552.5,fiber optic,no,no,no,no
0,two year,electronic check,yes,59.75,3996.8,dsl,yes,no,yes,no
0,two year,credit card (automatic),no,19.95,1399.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,26.45,1110.05,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,24.85,1871.85,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,19.45,1336.35,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,44.65,322.5,dsl,no,no,no,no
0,two year,credit card (automatic),yes,39.15,2692.75,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,84.7,392.5,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,96.4,1581.2,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),no,21.1,385.55,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,19.4,997.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,59.9,287.85,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),yes,68.25,576.95,dsl,yes,yes,no,yes
0,month-to-month,electronic check,yes,69.8,377.85,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,64.7,941.0,dsl,yes,no,yes,no
1,month-to-month,electronic check,yes,77.0,237.75,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),yes,53.85,3399.85,dsl,no,no,no,no
0,month-to-month,mailed check,no,34.65,246.6,dsl,yes,yes,no,no
1,month-to-month,mailed check,no,25.2,25.2,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,116.05,6925.9,fiber optic,yes,yes,yes,yes
1,month-to-month,mailed check,yes,24.45,47.5,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,68.9,1370.35,dsl,no,yes,no,yes
0,two year,electronic check,yes,115.55,8425.3,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),no,107.45,7658.3,fiber optic,yes,yes,no,yes
0,month-to-month,electronic check,yes,90.4,356.65,fiber optic,no,yes,no,yes
0,month-to-month,mailed check,yes,21.05,21.05,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,yes,103.75,3361.05,fiber optic,yes,yes,yes,yes
0,one year,electronic check,yes,93.15,5253.95,fiber optic,yes,no,no,no
0,month-to-month,electronic check,yes,70.5,597.9,fiber optic,no,no,no,no
0,one year,electronic check,no,95.7,1184.0,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,97.8,4913.3,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),no,24.15,800.3,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,yes,50.45,50.45,dsl,no,no,no,no
0,two year,credit card (automatic),no,19.85,1328.35,no,no internet service,no internet service,no internet service,no internet service
